sample	well_quality	cell_type	fastq_url	patient
HP1504101T2D_G12	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630608/ERR1630608.fastq.gz	HP1504101T2D
HP1504101T2D_G13	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630609/ERR1630609.fastq.gz	HP1504101T2D
HP1504101T2D_G14	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630610/ERR1630610.fastq.gz	HP1504101T2D
HP1504101T2D_G15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630611/ERR1630611.fastq.gz	HP1504101T2D
HP1504101T2D_G16	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630612/ERR1630612.fastq.gz	HP1504101T2D
HP1504101T2D_G17	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630613/ERR1630613.fastq.gz	HP1504101T2D
HP1504101T2D_G18	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630614/ERR1630614.fastq.gz	HP1504101T2D
HP1504101T2D_G19	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630615/ERR1630615.fastq.gz	HP1504101T2D
HP1504101T2D_G2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630616/ERR1630616.fastq.gz	HP1504101T2D
HP1504101T2D_G20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630617/ERR1630617.fastq.gz	HP1504101T2D
HP1504101T2D_G21	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630618/ERR1630618.fastq.gz	HP1504101T2D
HP1504101T2D_G22	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630619/ERR1630619.fastq.gz	HP1504101T2D
HP1504101T2D_G23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630620/ERR1630620.fastq.gz	HP1504101T2D
HP1504101T2D_G24	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630621/ERR1630621.fastq.gz	HP1504101T2D
HP1504101T2D_G3	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630622/ERR1630622.fastq.gz	HP1504101T2D
HP1504101T2D_G4	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630623/ERR1630623.fastq.gz	HP1504101T2D
HP1504101T2D_G5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630624/ERR1630624.fastq.gz	HP1504101T2D
HP1504101T2D_G6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630625/ERR1630625.fastq.gz	HP1504101T2D
HP1504101T2D_G7	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630626/ERR1630626.fastq.gz	HP1504101T2D
HP1504101T2D_G8	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630627/ERR1630627.fastq.gz	HP1504101T2D
HP1504101T2D_G9	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630628/ERR1630628.fastq.gz	HP1504101T2D
HP1504101T2D_H1	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630629/ERR1630629.fastq.gz	HP1504101T2D
HP1504101T2D_H10	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630630/ERR1630630.fastq.gz	HP1504101T2D
HP1504101T2D_H11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630631/ERR1630631.fastq.gz	HP1504101T2D
HP1504101T2D_H12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630632/ERR1630632.fastq.gz	HP1504101T2D
HP1504101T2D_H13	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630633/ERR1630633.fastq.gz	HP1504101T2D
HP1504101T2D_H14	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630634/ERR1630634.fastq.gz	HP1504101T2D
HP1504101T2D_H15	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630635/ERR1630635.fastq.gz	HP1504101T2D
HP1504101T2D_H16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630636/ERR1630636.fastq.gz	HP1504101T2D
HP1504101T2D_H17	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630637/ERR1630637.fastq.gz	HP1504101T2D
HP1504101T2D_H18	OK	ductal cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630638/ERR1630638.fastq.gz	HP1504101T2D
HP1504101T2D_H19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630639/ERR1630639.fastq.gz	HP1504101T2D
HP1504101T2D_H2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630640/ERR1630640.fastq.gz	HP1504101T2D
HP1504101T2D_H20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630641/ERR1630641.fastq.gz	HP1504101T2D
HP1504101T2D_H21	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630642/ERR1630642.fastq.gz	HP1504101T2D
HP1504101T2D_H22	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630643/ERR1630643.fastq.gz	HP1504101T2D
HP1504101T2D_H23	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630644/ERR1630644.fastq.gz	HP1504101T2D
HP1504101T2D_H24	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630645/ERR1630645.fastq.gz	HP1504101T2D
HP1504101T2D_H3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630646/ERR1630646.fastq.gz	HP1504101T2D
HP1504101T2D_H4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630647/ERR1630647.fastq.gz	HP1504101T2D
HP1504101T2D_H5	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630648/ERR1630648.fastq.gz	HP1504101T2D
HP1504101T2D_H6	OK	beta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630649/ERR1630649.fastq.gz	HP1504101T2D
HP1504101T2D_H7	OK	unclassified cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630650/ERR1630650.fastq.gz	HP1504101T2D
HP1504101T2D_H8	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630651/ERR1630651.fastq.gz	HP1504101T2D
HP1504101T2D_H9	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630652/ERR1630652.fastq.gz	HP1504101T2D
HP1504101T2D_I1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630653/ERR1630653.fastq.gz	HP1504101T2D
HP1504101T2D_I10	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630654/ERR1630654.fastq.gz	HP1504101T2D
HP1504101T2D_I11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630655/ERR1630655.fastq.gz	HP1504101T2D
HP1504101T2D_I12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630656/ERR1630656.fastq.gz	HP1504101T2D
HP1504101T2D_I13	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630657/ERR1630657.fastq.gz	HP1504101T2D
HP1504101T2D_I14	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630658/ERR1630658.fastq.gz	HP1504101T2D
HP1504101T2D_I15	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630659/ERR1630659.fastq.gz	HP1504101T2D
HP1504101T2D_I16	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630660/ERR1630660.fastq.gz	HP1504101T2D
HP1504101T2D_I17	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630661/ERR1630661.fastq.gz	HP1504101T2D
HP1504101T2D_I18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630662/ERR1630662.fastq.gz	HP1504101T2D
HP1504101T2D_I19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630663/ERR1630663.fastq.gz	HP1504101T2D
HP1504101T2D_I2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630664/ERR1630664.fastq.gz	HP1504101T2D
HP1504101T2D_I20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630665/ERR1630665.fastq.gz	HP1504101T2D
HP1504101T2D_I21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630666/ERR1630666.fastq.gz	HP1504101T2D
HP1504101T2D_I22	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630667/ERR1630667.fastq.gz	HP1504101T2D
HP1504101T2D_I23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630668/ERR1630668.fastq.gz	HP1504101T2D
HP1504101T2D_I24	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630669/ERR1630669.fastq.gz	HP1504101T2D
HP1504101T2D_I3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630670/ERR1630670.fastq.gz	HP1504101T2D
HP1504101T2D_I4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630671/ERR1630671.fastq.gz	HP1504101T2D
HP1504101T2D_I5	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630672/ERR1630672.fastq.gz	HP1504101T2D
HP1504101T2D_I6	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630673/ERR1630673.fastq.gz	HP1504101T2D
HP1504101T2D_I7	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630674/ERR1630674.fastq.gz	HP1504101T2D
HP1504101T2D_I8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630675/ERR1630675.fastq.gz	HP1504101T2D
HP1504101T2D_I9	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630676/ERR1630676.fastq.gz	HP1504101T2D
HP1504101T2D_J1	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630677/ERR1630677.fastq.gz	HP1504101T2D
HP1504101T2D_J10	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630678/ERR1630678.fastq.gz	HP1504101T2D
HP1504101T2D_J11	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630679/ERR1630679.fastq.gz	HP1504101T2D
HP1504101T2D_J12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630680/ERR1630680.fastq.gz	HP1504101T2D
HP1504101T2D_J13	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630681/ERR1630681.fastq.gz	HP1504101T2D
HP1504101T2D_J14	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630682/ERR1630682.fastq.gz	HP1504101T2D
HP1504101T2D_J15	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630683/ERR1630683.fastq.gz	HP1504101T2D
HP1504101T2D_J16	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630684/ERR1630684.fastq.gz	HP1504101T2D
HP1504101T2D_J17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630685/ERR1630685.fastq.gz	HP1504101T2D
HP1504101T2D_J18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630686/ERR1630686.fastq.gz	HP1504101T2D
HP1504101T2D_J19	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630687/ERR1630687.fastq.gz	HP1504101T2D
HP1504101T2D_J2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630688/ERR1630688.fastq.gz	HP1504101T2D
HP1504101T2D_J20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630689/ERR1630689.fastq.gz	HP1504101T2D
HP1504101T2D_J21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630690/ERR1630690.fastq.gz	HP1504101T2D
HP1504101T2D_J22	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630691/ERR1630691.fastq.gz	HP1504101T2D
HP1504101T2D_J23	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630692/ERR1630692.fastq.gz	HP1504101T2D
HP1504101T2D_J24	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630693/ERR1630693.fastq.gz	HP1504101T2D
HP1504101T2D_J3	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630694/ERR1630694.fastq.gz	HP1504101T2D
HP1504101T2D_J4	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630695/ERR1630695.fastq.gz	HP1504101T2D
HP1504101T2D_J5	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630696/ERR1630696.fastq.gz	HP1504101T2D
HP1504101T2D_J6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630697/ERR1630697.fastq.gz	HP1504101T2D
HP1504101T2D_J7	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630698/ERR1630698.fastq.gz	HP1504101T2D
HP1504101T2D_J8	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630699/ERR1630699.fastq.gz	HP1504101T2D
HP1504101T2D_J9	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630700/ERR1630700.fastq.gz	HP1504101T2D
HP1504101T2D_K1	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630701/ERR1630701.fastq.gz	HP1504101T2D
HP1504101T2D_K10	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630702/ERR1630702.fastq.gz	HP1504101T2D
HP1504101T2D_K11	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630703/ERR1630703.fastq.gz	HP1504101T2D
HP1504101T2D_K12	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630704/ERR1630704.fastq.gz	HP1504101T2D
HP1504101T2D_K13	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630705/ERR1630705.fastq.gz	HP1504101T2D
HP1504101T2D_K14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630706/ERR1630706.fastq.gz	HP1504101T2D
HP1504101T2D_K15	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630707/ERR1630707.fastq.gz	HP1504101T2D
HP1504101T2D_K16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630708/ERR1630708.fastq.gz	HP1504101T2D
HP1504101T2D_K17	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630709/ERR1630709.fastq.gz	HP1504101T2D
HP1504101T2D_K18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630710/ERR1630710.fastq.gz	HP1504101T2D
HP1504101T2D_K19	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630711/ERR1630711.fastq.gz	HP1504101T2D
HP1504101T2D_K2	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630712/ERR1630712.fastq.gz	HP1504101T2D
HP1504101T2D_K20	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630713/ERR1630713.fastq.gz	HP1504101T2D
HP1504101T2D_K21	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630714/ERR1630714.fastq.gz	HP1504101T2D
HP1504101T2D_K22	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630715/ERR1630715.fastq.gz	HP1504101T2D
HP1504101T2D_K23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630716/ERR1630716.fastq.gz	HP1504101T2D
HP1504101T2D_K24	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630717/ERR1630717.fastq.gz	HP1504101T2D
HP1504101T2D_K3	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630718/ERR1630718.fastq.gz	HP1504101T2D
HP1504101T2D_K4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630719/ERR1630719.fastq.gz	HP1504101T2D
HP1504101T2D_K5	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630720/ERR1630720.fastq.gz	HP1504101T2D
HP1504101T2D_K6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630721/ERR1630721.fastq.gz	HP1504101T2D
HP1504101T2D_K7	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630722/ERR1630722.fastq.gz	HP1504101T2D
HP1504101T2D_K8	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630723/ERR1630723.fastq.gz	HP1504101T2D
HP1504101T2D_K9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630724/ERR1630724.fastq.gz	HP1504101T2D
HP1504101T2D_L1	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630725/ERR1630725.fastq.gz	HP1504101T2D
HP1504101T2D_L10	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630726/ERR1630726.fastq.gz	HP1504101T2D
HP1504101T2D_L11	OK	delta cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630727/ERR1630727.fastq.gz	HP1504101T2D
HP1504101T2D_L12	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630728/ERR1630728.fastq.gz	HP1504101T2D
HP1504101T2D_L13	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630729/ERR1630729.fastq.gz	HP1504101T2D
HP1504101T2D_L14	OK	acinar cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630730/ERR1630730.fastq.gz	HP1504101T2D
HP1504101T2D_L15	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630731/ERR1630731.fastq.gz	HP1504101T2D
HP1504101T2D_L16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630732/ERR1630732.fastq.gz	HP1504101T2D
HP1504101T2D_L17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630733/ERR1630733.fastq.gz	HP1504101T2D
HP1504101T2D_L18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630734/ERR1630734.fastq.gz	HP1504101T2D
HP1504101T2D_L19	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630735/ERR1630735.fastq.gz	HP1504101T2D
HP1504101T2D_L2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630736/ERR1630736.fastq.gz	HP1504101T2D
HP1504101T2D_L20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630737/ERR1630737.fastq.gz	HP1504101T2D
HP1504101T2D_L21	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630738/ERR1630738.fastq.gz	HP1504101T2D
HP1504101T2D_L22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630739/ERR1630739.fastq.gz	HP1504101T2D
HP1504101T2D_L23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630740/ERR1630740.fastq.gz	HP1504101T2D
HP1504101T2D_L24	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630741/ERR1630741.fastq.gz	HP1504101T2D
HP1504101T2D_L3	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630742/ERR1630742.fastq.gz	HP1504101T2D
HP1504101T2D_L4	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630743/ERR1630743.fastq.gz	HP1504101T2D
HP1504101T2D_L5	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630744/ERR1630744.fastq.gz	HP1504101T2D
HP1504101T2D_L6	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630745/ERR1630745.fastq.gz	HP1504101T2D
HP1504101T2D_L7	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630746/ERR1630746.fastq.gz	HP1504101T2D
HP1504101T2D_L8	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630747/ERR1630747.fastq.gz	HP1504101T2D
HP1504101T2D_L9	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630748/ERR1630748.fastq.gz	HP1504101T2D
HP1504101T2D_M1	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630749/ERR1630749.fastq.gz	HP1504101T2D
HP1504101T2D_M10	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630750/ERR1630750.fastq.gz	HP1504101T2D
HP1504101T2D_M11	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630751/ERR1630751.fastq.gz	HP1504101T2D
HP1504101T2D_M12	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630752/ERR1630752.fastq.gz	HP1504101T2D
HP1504101T2D_M13	control, empty well	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630753/ERR1630753.fastq.gz	HP1504101T2D
HP1504101T2D_M14	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630754/ERR1630754.fastq.gz	HP1504101T2D
HP1504101T2D_M15	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630755/ERR1630755.fastq.gz	HP1504101T2D
HP1504101T2D_M16	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630756/ERR1630756.fastq.gz	HP1504101T2D
HP1504101T2D_M17	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/007/ERR1630757/ERR1630757.fastq.gz	HP1504101T2D
HP1504101T2D_M18	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/008/ERR1630758/ERR1630758.fastq.gz	HP1504101T2D
HP1504101T2D_M19	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/009/ERR1630759/ERR1630759.fastq.gz	HP1504101T2D
HP1504101T2D_M2	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/000/ERR1630760/ERR1630760.fastq.gz	HP1504101T2D
HP1504101T2D_M20	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/001/ERR1630761/ERR1630761.fastq.gz	HP1504101T2D
HP1504101T2D_M21	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/002/ERR1630762/ERR1630762.fastq.gz	HP1504101T2D
HP1504101T2D_M22	low quality cell	not applicable	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/003/ERR1630763/ERR1630763.fastq.gz	HP1504101T2D
HP1504101T2D_M23	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/004/ERR1630764/ERR1630764.fastq.gz	HP1504101T2D
HP1504101T2D_M24	OK	alpha cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/005/ERR1630765/ERR1630765.fastq.gz	HP1504101T2D
HP1504101T2D_M3	OK	gamma cell	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR163/006/ERR1630766/ERR1630766.fastq.gz	HP1504101T2D
