Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,GEO_Accession (exp),Genotype,treatment,stain,AssemblyName,strain,agent,tissue,time_point
SRR5102565,RNA-Seq,76,180597736,PRJNA357261,SAMN06136136,71096559,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418725,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426445,WT Mouse intestinal epithelial cells,SRP095033,GSM2426445,Wild type,None,C57BL/6,,,,,
SRR5102566,RNA-Seq,76,113468304,PRJNA357261,SAMN06136134,44778128,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418726,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426446,WT Mouse intestinal epithelial cells,SRP095033,GSM2426446,Wild type,None,C57BL/6,,,,,
SRR5102567,RNA-Seq,76,183292772,PRJNA357261,SAMN06136121,71889502,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418727,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426447,WT Mouse intestinal epithelial cells,SRP095033,GSM2426447,Wild type,None,C57BL/6,,,,,
SRR5102568,RNA-Seq,76,115135440,PRJNA357261,SAMN06136120,45460501,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418728,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426448,WT Mouse intestinal epithelial cells,SRP095033,GSM2426448,Wild type,None,C57BL/6,,,,,
SRR5102569,RNA-Seq,76,154215704,PRJNA357261,SAMN06136117,60948957,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418729,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426449,WT Mouse intestinal epithelial cells,SRP095033,GSM2426449,Wild type,None,C57BL/6,,,,,
SRR5102570,RNA-Seq,76,234104168,PRJNA357261,SAMN06136116,91423552,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418730,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426450,WT Mouse intestinal epithelial cells,SRP095033,GSM2426450,Wild type,None,C57BL/6,,,,,
SRR5102571,RNA-Seq,76,144615764,PRJNA357261,SAMN06136114,57016449,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418731,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426451,WT Mouse intestinal epithelial cells,SRP095033,GSM2426451,Wild type,None,C57BL/6,,,,,
SRR5102572,RNA-Seq,76,134582396,PRJNA357261,SAMN06136112,53407888,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418732,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426452,WT Mouse intestinal epithelial cells,SRP095033,GSM2426452,Wild type,None,C57BL/6,,,,,
SRR5102573,RNA-Seq,70,40567590,PRJNA357261,SAMN06136109,18348247,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418733,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426453,WT Mouse intestinal epithelial cells,SRP095033,GSM2426453,Wild type,None,C57BL/6,,,,,
SRR5102574,RNA-Seq,76,24068972,PRJNA357261,SAMN06136107,10936120,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418734,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426454,WT Mouse intestinal epithelial cells,SRP095033,GSM2426454,Wild type,None,C57BL/6,,,,,
SRR5102575,RNA-Seq,76,116098284,PRJNA357261,SAMN06136106,46147485,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418735,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426455,WT Mouse intestinal epithelial cells,SRP095033,GSM2426455,Wild type,None,C57BL/6,,,,,
SRR5102576,RNA-Seq,76,210486788,PRJNA357261,SAMN06136103,83254303,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418736,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426456,WT Mouse intestinal epithelial cells,SRP095033,GSM2426456,Wild type,None,C57BL/6,,,,,
SRR5102577,RNA-Seq,76,144590532,PRJNA357261,SAMN06136101,56993114,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418737,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426457,WT Mouse intestinal epithelial cells,SRP095033,GSM2426457,Wild type,None,C57BL/6,,,,,
SRR5102578,RNA-Seq,76,152866628,PRJNA357261,SAMN06136099,60438528,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418738,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426458,WT Mouse intestinal epithelial cells,SRP095033,GSM2426458,Wild type,None,C57BL/6,,,,,
SRR5102579,RNA-Seq,76,186165192,PRJNA357261,SAMN06136096,73176214,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418739,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426459,WT Mouse intestinal epithelial cells,SRP095033,GSM2426459,Wild type,None,C57BL/6,,,,,
SRR5102580,RNA-Seq,76,232386036,PRJNA357261,SAMN06136094,91224602,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418740,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426460,WT Mouse intestinal epithelial cells,SRP095033,GSM2426460,Wild type,None,C57BL/6,,,,,
SRR5102581,RNA-Seq,76,176046324,PRJNA357261,SAMN06136092,68746269,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418741,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426461,WT Mouse intestinal epithelial cells,SRP095033,GSM2426461,Wild type,None,C57BL/6,,,,,
SRR5102582,RNA-Seq,76,125116292,PRJNA357261,SAMN06136090,49281699,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418742,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426462,WT Mouse intestinal epithelial cells,SRP095033,GSM2426462,Wild type,None,C57BL/6,,,,,
SRR5102583,RNA-Seq,76,124766388,PRJNA357261,SAMN06136088,51032026,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418743,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426463,WT Mouse intestinal epithelial cells,SRP095033,GSM2426463,Wild type,None,C57BL/6,,,,,
SRR5102584,RNA-Seq,70,10491810,PRJNA357261,SAMN06136085,4846246,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418744,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426464,WT Mouse intestinal epithelial cells,SRP095033,GSM2426464,Wild type,None,C57BL/6,,,,,
SRR5102585,RNA-Seq,76,146896372,PRJNA357261,SAMN06136083,57480379,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418745,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426465,WT Mouse intestinal epithelial cells,SRP095033,GSM2426465,Wild type,None,C57BL/6,,,,,
SRR5102586,RNA-Seq,76,109401164,PRJNA357261,SAMN06136080,43157551,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418746,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426466,WT Mouse intestinal epithelial cells,SRP095033,GSM2426466,Wild type,None,C57BL/6,,,,,
SRR5102587,RNA-Seq,76,131834160,PRJNA357261,SAMN06136078,51878824,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418747,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426467,WT Mouse intestinal epithelial cells,SRP095033,GSM2426467,Wild type,None,C57BL/6,,,,,
SRR5102588,RNA-Seq,76,211359116,PRJNA357261,SAMN06135784,83004969,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418748,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426468,WT Mouse intestinal epithelial cells,SRP095033,GSM2426468,Wild type,None,C57BL/6,,,,,
SRR5102589,RNA-Seq,76,151138692,PRJNA357261,SAMN06135782,59747342,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418749,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426469,WT Mouse intestinal epithelial cells,SRP095033,GSM2426469,Wild type,None,C57BL/6,,,,,
SRR5102590,RNA-Seq,76,233737088,PRJNA357261,SAMN06135780,91622386,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418750,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426470,WT Mouse intestinal epithelial cells,SRP095033,GSM2426470,Wild type,None,C57BL/6,,,,,
SRR5102591,RNA-Seq,76,225773124,PRJNA357261,SAMN06135777,88529374,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418751,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426471,WT Mouse intestinal epithelial cells,SRP095033,GSM2426471,Wild type,None,C57BL/6,,,,,
SRR5102592,RNA-Seq,76,163399468,PRJNA357261,SAMN06135774,64406786,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418752,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426472,WT Mouse intestinal epithelial cells,SRP095033,GSM2426472,Wild type,None,C57BL/6,,,,,
SRR5102593,RNA-Seq,76,157598388,PRJNA357261,SAMN06135772,62009664,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418753,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426473,WT Mouse intestinal epithelial cells,SRP095033,GSM2426473,Wild type,None,C57BL/6,,,,,
SRR5102594,RNA-Seq,76,160221072,PRJNA357261,SAMN06135770,62782487,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418754,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426474,WT Mouse intestinal epithelial cells,SRP095033,GSM2426474,Wild type,None,C57BL/6,,,,,
SRR5102595,RNA-Seq,70,149760030,PRJNA357261,SAMN06135768,67950452,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418755,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426475,WT Mouse intestinal epithelial cells,SRP095033,GSM2426475,Wild type,None,C57BL/6,,,,,
SRR5102596,RNA-Seq,76,159965712,PRJNA357261,SAMN06135766,62878754,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418756,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426476,WT Mouse intestinal epithelial cells,SRP095033,GSM2426476,Wild type,None,C57BL/6,,,,,
SRR5102597,RNA-Seq,76,130055760,PRJNA357261,SAMN06135763,51109863,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418757,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426477,WT Mouse intestinal epithelial cells,SRP095033,GSM2426477,Wild type,None,C57BL/6,,,,,
SRR5102598,RNA-Seq,76,108572612,PRJNA357261,SAMN06135761,42804843,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418758,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426478,WT Mouse intestinal epithelial cells,SRP095033,GSM2426478,Wild type,None,C57BL/6,,,,,
SRR5102599,RNA-Seq,76,97441424,PRJNA357261,SAMN06135759,38712490,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418759,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426479,WT Mouse intestinal epithelial cells,SRP095033,GSM2426479,Wild type,None,C57BL/6,,,,,
SRR5102600,RNA-Seq,76,97715404,PRJNA357261,SAMN06135756,38725798,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418760,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426480,WT Mouse intestinal epithelial cells,SRP095033,GSM2426480,Wild type,None,C57BL/6,,,,,
SRR5102601,RNA-Seq,76,136214952,PRJNA357261,SAMN06135754,53818674,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418761,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426481,WT Mouse intestinal epithelial cells,SRP095033,GSM2426481,Wild type,None,C57BL/6,,,,,
SRR5102602,RNA-Seq,76,302059416,PRJNA357261,SAMN06135752,118712105,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418762,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426482,WT Mouse intestinal epithelial cells,SRP095033,GSM2426482,Wild type,None,C57BL/6,,,,,
SRR5102603,RNA-Seq,76,131581536,PRJNA357261,SAMN06135749,51927212,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418763,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426483,WT Mouse intestinal epithelial cells,SRP095033,GSM2426483,Wild type,None,C57BL/6,,,,,
SRR5102604,RNA-Seq,76,77153452,PRJNA357261,SAMN06135747,30252948,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418764,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426484,WT Mouse intestinal epithelial cells,SRP095033,GSM2426484,Wild type,None,C57BL/6,,,,,
SRR5102605,RNA-Seq,76,165550192,PRJNA357261,SAMN06135745,64813706,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418765,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426485,WT Mouse intestinal epithelial cells,SRP095033,GSM2426485,Wild type,None,C57BL/6,,,,,
SRR5102606,RNA-Seq,70,45833900,PRJNA357261,SAMN06135743,20723013,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418766,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426486,WT Mouse intestinal epithelial cells,SRP095033,GSM2426486,Wild type,None,C57BL/6,,,,,
SRR5102607,RNA-Seq,76,125574420,PRJNA357261,SAMN06135741,49672204,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418767,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426487,WT Mouse intestinal epithelial cells,SRP095033,GSM2426487,Wild type,None,C57BL/6,,,,,
SRR5102608,RNA-Seq,76,52010600,PRJNA357261,SAMN06135739,21035281,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418768,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426488,WT Mouse intestinal epithelial cells,SRP095033,GSM2426488,Wild type,None,C57BL/6,,,,,
SRR5102609,RNA-Seq,76,74338336,PRJNA357261,SAMN06135737,29769101,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418769,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426489,WT Mouse intestinal epithelial cells,SRP095033,GSM2426489,Wild type,None,C57BL/6,,,,,
SRR5102610,RNA-Seq,76,58904788,PRJNA357261,SAMN06135735,23536502,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418770,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426490,WT Mouse intestinal epithelial cells,SRP095033,GSM2426490,Wild type,None,C57BL/6,,,,,
SRR5102611,RNA-Seq,76,112247896,PRJNA357261,SAMN06135733,44842389,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418771,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426491,WT Mouse intestinal epithelial cells,SRP095033,GSM2426491,Wild type,None,C57BL/6,,,,,
SRR5102612,RNA-Seq,76,53191564,PRJNA357261,SAMN06135731,21124495,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418772,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426492,WT Mouse intestinal epithelial cells,SRP095033,GSM2426492,Wild type,None,C57BL/6,,,,,
SRR5102613,RNA-Seq,76,209312892,PRJNA357261,SAMN06135729,82202989,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418773,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426493,WT Mouse intestinal epithelial cells,SRP095033,GSM2426493,Wild type,None,C57BL/6,,,,,
SRR5102614,RNA-Seq,76,189031076,PRJNA357261,SAMN06135727,74530216,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418774,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426494,WT Mouse intestinal epithelial cells,SRP095033,GSM2426494,Wild type,None,C57BL/6,,,,,
SRR5102615,RNA-Seq,76,89999504,PRJNA357261,SAMN06136146,35956469,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418775,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426495,WT Mouse intestinal epithelial cells,SRP095033,GSM2426495,Wild type,None,C57BL/6,,,,,
SRR5102616,RNA-Seq,76,71482180,PRJNA357261,SAMN06136144,28027982,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418776,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426496,WT Mouse intestinal epithelial cells,SRP095033,GSM2426496,Wild type,None,C57BL/6,,,,,
SRR5102617,RNA-Seq,70,41841240,PRJNA357261,SAMN06136142,19030176,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418777,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426497,WT Mouse intestinal epithelial cells,SRP095033,GSM2426497,Wild type,None,C57BL/6,,,,,
SRR5102618,RNA-Seq,76,77486636,PRJNA357261,SAMN06135836,30709723,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418778,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426498,WT Mouse intestinal epithelial cells,SRP095033,GSM2426498,Wild type,None,C57BL/6,,,,,
SRR5102619,RNA-Seq,76,95363280,PRJNA357261,SAMN06135834,37725385,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418779,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426499,WT Mouse intestinal epithelial cells,SRP095033,GSM2426499,Wild type,None,C57BL/6,,,,,
SRR5102620,RNA-Seq,76,92716884,PRJNA357261,SAMN06135830,36798907,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418780,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426500,WT Mouse intestinal epithelial cells,SRP095033,GSM2426500,Wild type,None,C57BL/6,,,,,
SRR5102621,RNA-Seq,76,94802324,PRJNA357261,SAMN06135829,37575256,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418781,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426501,WT Mouse intestinal epithelial cells,SRP095033,GSM2426501,Wild type,None,C57BL/6,,,,,
SRR5102622,RNA-Seq,76,36531148,PRJNA357261,SAMN06135827,14589211,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418782,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426502,WT Mouse intestinal epithelial cells,SRP095033,GSM2426502,Wild type,None,C57BL/6,,,,,
SRR5102623,RNA-Seq,76,236115964,PRJNA357261,SAMN06135826,92647568,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418783,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426503,WT Mouse intestinal epithelial cells,SRP095033,GSM2426503,Wild type,None,C57BL/6,,,,,
SRR5102624,RNA-Seq,76,81377988,PRJNA357261,SAMN06135824,32308267,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418784,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426504,WT Mouse intestinal epithelial cells,SRP095033,GSM2426504,Wild type,None,C57BL/6,,,,,
SRR5102625,RNA-Seq,76,73589888,PRJNA357261,SAMN06135833,29444612,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418785,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426505,WT Mouse intestinal epithelial cells,SRP095033,GSM2426505,Wild type,None,C57BL/6,,,,,
SRR5102626,RNA-Seq,76,54167784,PRJNA357261,SAMN06135831,21838859,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418786,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426506,WT Mouse intestinal epithelial cells,SRP095033,GSM2426506,Wild type,None,C57BL/6,,,,,
SRR5102627,RNA-Seq,76,81475192,PRJNA357261,SAMN06135823,32560572,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418787,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426507,WT Mouse intestinal epithelial cells,SRP095033,GSM2426507,Wild type,None,C57BL/6,,,,,
SRR5102628,RNA-Seq,70,53438630,PRJNA357261,SAMN06135821,24185895,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418788,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426508,WT Mouse intestinal epithelial cells,SRP095033,GSM2426508,Wild type,None,C57BL/6,,,,,
SRR5102629,RNA-Seq,76,47292064,PRJNA357261,SAMN06135820,19000761,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418789,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426509,WT Mouse intestinal epithelial cells,SRP095033,GSM2426509,Wild type,None,C57BL/6,,,,,
SRR5102630,RNA-Seq,76,91784972,PRJNA357261,SAMN06135819,35933324,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2418790,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2017-11-12T00:00:00Z,GSM2426510,WT Mouse intestinal epithelial cells,SRP095033,GSM2426510,Wild type,None,C57BL/6,,,,,
