Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),infection,Instrument,lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate,Platform,ReleaseDate,Sample Name,source_name,SRA Study,status,time,well
SRR6815900,RNA-Seq,150,285320550,PRJNA437328,SAMN08649932,113519421,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772864,GSM3033298,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033298,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,H11
SRR6815901,RNA-Seq,150,299306100,PRJNA437328,SAMN08649925,117550453,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772865,GSM3033299,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033299,Monocyte-derived dendritic cells,SRP134127,exposed,2h,E1
SRR6815902,RNA-Seq,150,270159750,PRJNA437328,SAMN08649931,107632088,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772866,GSM3033300,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033300,Monocyte-derived dendritic cells,SRP134127,infected,2h,A3
SRR6815903,RNA-Seq,150,314335500,PRJNA437328,SAMN08649930,124479600,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772867,GSM3033301,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033301,Monocyte-derived dendritic cells,SRP134127,exposed,4h,E4
SRR6815904,RNA-Seq,150,245575200,PRJNA437328,SAMN08649929,99000236,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772868,GSM3033302,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033302,Monocyte-derived dendritic cells,SRP134127,infected,4h,A6
SRR6815905,RNA-Seq,150,298167150,PRJNA437328,SAMN08649928,117980079,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772869,GSM3033303,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033303,Monocyte-derived dendritic cells,SRP134127,exposed,6h,E7
SRR6815906,RNA-Seq,150,276969300,PRJNA437328,SAMN08649927,110292718,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772870,GSM3033304,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033304,Monocyte-derived dendritic cells,SRP134127,infected,6h,A9
SRR6815907,RNA-Seq,150,245320650,PRJNA437328,SAMN08649926,98740947,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772871,GSM3033305,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033305,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,E10
SRR6815908,RNA-Seq,150,172943700,PRJNA437328,SAMN08649924,71143237,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772872,GSM3033306,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033306,Monocyte-derived dendritic cells,SRP134127,BULK,6h,A12
SRR6815909,RNA-Seq,150,251432700,PRJNA437328,SAMN08649922,100410572,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772873,GSM3033307,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033307,Monocyte-derived dendritic cells,SRP134127,exposed,2h,F1
SRR6815910,RNA-Seq,150,526509300,PRJNA437328,SAMN08649921,207061029,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772874,GSM3033308,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033308,Monocyte-derived dendritic cells,SRP134127,infected,2h,B3
SRR6815911,RNA-Seq,150,296985300,PRJNA437328,SAMN08649920,117186859,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772875,GSM3033309,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033309,Monocyte-derived dendritic cells,SRP134127,exposed,4h,F4
SRR6815912,RNA-Seq,150,272941950,PRJNA437328,SAMN08649919,108620477,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772876,GSM3033310,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033310,Monocyte-derived dendritic cells,SRP134127,infected,4h,B6
SRR6815913,RNA-Seq,150,349136100,PRJNA437328,SAMN08649918,137046181,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772877,GSM3033311,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033311,Monocyte-derived dendritic cells,SRP134127,exposed,6h,F7
SRR6815914,RNA-Seq,150,270962850,PRJNA437328,SAMN08649977,107605522,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772878,GSM3033312,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033312,Monocyte-derived dendritic cells,SRP134127,infected,6h,B9
SRR6815915,RNA-Seq,150,236214600,PRJNA437328,SAMN08649976,94937190,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772879,GSM3033313,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033313,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,F10
SRR6815916,RNA-Seq,150,256244550,PRJNA437328,SAMN08649975,102056022,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772880,GSM3033314,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033314,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,B12
SRR6815917,RNA-Seq,150,322836450,PRJNA437328,SAMN08649974,126346646,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772881,GSM3033315,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033315,Monocyte-derived dendritic cells,SRP134127,exposed,2h,G1
SRR6815918,RNA-Seq,150,320284050,PRJNA437328,SAMN08649973,126948942,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772882,GSM3033316,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033316,Monocyte-derived dendritic cells,SRP134127,infected,2h,C3
SRR6815919,RNA-Seq,150,257258400,PRJNA437328,SAMN08649972,101839477,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772883,GSM3033317,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033317,Monocyte-derived dendritic cells,SRP134127,exposed,4h,G4
SRR6815920,RNA-Seq,150,287799150,PRJNA437328,SAMN08649971,115168384,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772884,GSM3033318,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033318,Monocyte-derived dendritic cells,SRP134127,infected,4h,C6
SRR6815921,RNA-Seq,150,329920800,PRJNA437328,SAMN08649970,130141221,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772885,GSM3033319,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033319,Monocyte-derived dendritic cells,SRP134127,exposed,6h,G7
SRR6815922,RNA-Seq,150,281828400,PRJNA437328,SAMN08649969,112187932,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772886,GSM3033320,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033320,Monocyte-derived dendritic cells,SRP134127,infected,6h,C9
SRR6815923,RNA-Seq,150,257259750,PRJNA437328,SAMN08649968,103430360,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772887,GSM3033321,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033321,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,G10
SRR6815924,RNA-Seq,150,252071100,PRJNA437328,SAMN08649967,101423062,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772888,GSM3033322,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033322,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,C12
SRR6815925,RNA-Seq,150,342265200,PRJNA437328,SAMN08649966,132492128,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772889,GSM3033323,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033323,Monocyte-derived dendritic cells,SRP134127,exposed,2h,H1
SRR6815926,RNA-Seq,150,291102150,PRJNA437328,SAMN08649965,116112037,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772890,GSM3033324,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033324,Monocyte-derived dendritic cells,SRP134127,infected,2h,D3
SRR6815927,RNA-Seq,150,338669850,PRJNA437328,SAMN08649964,131204720,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772891,GSM3033325,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033325,Monocyte-derived dendritic cells,SRP134127,exposed,4h,H4
SRR6815928,RNA-Seq,150,228806700,PRJNA437328,SAMN08649963,93479013,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772892,GSM3033326,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033326,Monocyte-derived dendritic cells,SRP134127,infected,4h,D6
SRR6815929,RNA-Seq,150,667768350,PRJNA437328,SAMN08649962,258735517,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772893,GSM3033327,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033327,Monocyte-derived dendritic cells,SRP134127,exposed,6h,H7
SRR6815930,RNA-Seq,150,283428150,PRJNA437328,SAMN08649955,111580141,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772894,GSM3033328,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033328,Monocyte-derived dendritic cells,SRP134127,infected,6h,D9
SRR6815931,RNA-Seq,150,347611500,PRJNA437328,SAMN08649954,138759450,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772895,GSM3033329,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033329,Monocyte-derived dendritic cells,SRP134127,uninfected,2h,H10
SRR6815932,RNA-Seq,150,233285250,PRJNA437328,SAMN08649961,94133678,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772896,GSM3033330,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033330,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,D12
SRR6815933,RNA-Seq,150,280925550,PRJNA437328,SAMN08649960,111298571,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772897,GSM3033331,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033331,Monocyte-derived dendritic cells,SRP134127,infected,2h,A2
SRR6815934,RNA-Seq,150,285515100,PRJNA437328,SAMN08649959,114107252,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772898,GSM3033332,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033332,Monocyte-derived dendritic cells,SRP134127,infected,2h,E3
SRR6815935,RNA-Seq,150,223608900,PRJNA437328,SAMN08649958,90510048,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772899,GSM3033333,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033333,Monocyte-derived dendritic cells,SRP134127,infected,4h,A5
SRR6815936,RNA-Seq,150,284396400,PRJNA437328,SAMN08649957,113735296,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772900,GSM3033334,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033334,Monocyte-derived dendritic cells,SRP134127,infected,4h,E6
SRR6815937,RNA-Seq,150,265219650,PRJNA437328,SAMN08649956,106068045,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772901,GSM3033335,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033335,Monocyte-derived dendritic cells,SRP134127,infected,6h,A8
SRR6815938,RNA-Seq,150,282037500,PRJNA437328,SAMN08649953,112622235,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772902,GSM3033336,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033336,Monocyte-derived dendritic cells,SRP134127,infected,6h,E9
SRR6815939,RNA-Seq,150,181470750,PRJNA437328,SAMN08649952,74541092,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772903,GSM3033337,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033337,Monocyte-derived dendritic cells,SRP134127,BULK,4h,A11
SRR6815940,RNA-Seq,150,239808600,PRJNA437328,SAMN08649951,97256554,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772904,GSM3033338,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033338,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,E12
SRR6815941,RNA-Seq,150,370625550,PRJNA437328,SAMN08649950,143638042,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772905,GSM3033339,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033339,Monocyte-derived dendritic cells,SRP134127,infected,2h,B2
SRR6815942,RNA-Seq,150,270835500,PRJNA437328,SAMN08650006,109845002,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772906,GSM3033340,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033340,Monocyte-derived dendritic cells,SRP134127,infected,2h,F3
SRR6815943,RNA-Seq,150,309905400,PRJNA437328,SAMN08650005,123176130,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772907,GSM3033341,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033341,Monocyte-derived dendritic cells,SRP134127,infected,4h,B5
SRR6815944,RNA-Seq,150,281054850,PRJNA437328,SAMN08650004,113597028,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772908,GSM3033342,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033342,Monocyte-derived dendritic cells,SRP134127,infected,4h,F6
SRR6815945,RNA-Seq,150,320151150,PRJNA437328,SAMN08650003,127299138,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772909,GSM3033343,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033343,Monocyte-derived dendritic cells,SRP134127,infected,6h,B8
SRR6815946,RNA-Seq,150,305380350,PRJNA437328,SAMN08650002,122609519,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772910,GSM3033344,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033344,Monocyte-derived dendritic cells,SRP134127,infected,6h,F9
SRR6815947,RNA-Seq,150,268220400,PRJNA437328,SAMN08650001,107855605,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772911,GSM3033345,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033345,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,B11
SRR6815948,RNA-Seq,150,264550500,PRJNA437328,SAMN08650000,106716460,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772912,GSM3033346,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033346,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,F12
SRR6815949,RNA-Seq,150,273736350,PRJNA437328,SAMN08649999,108462637,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772913,GSM3033347,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033347,Monocyte-derived dendritic cells,SRP134127,infected,2h,C2
SRR6815950,RNA-Seq,150,319916700,PRJNA437328,SAMN08649998,125962712,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772914,GSM3033348,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033348,Monocyte-derived dendritic cells,SRP134127,infected,2h,G3
SRR6815951,RNA-Seq,150,276873750,PRJNA437328,SAMN08649997,110153367,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772915,GSM3033349,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033349,Monocyte-derived dendritic cells,SRP134127,infected,4h,C5
SRR6815952,RNA-Seq,150,268804350,PRJNA437328,SAMN08649996,107556449,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772916,GSM3033350,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033350,Monocyte-derived dendritic cells,SRP134127,infected,4h,G6
SRR6815953,RNA-Seq,150,241101900,PRJNA437328,SAMN08649995,96861066,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772917,GSM3033351,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033351,Monocyte-derived dendritic cells,SRP134127,infected,6h,C8
SRR6815954,RNA-Seq,150,291838650,PRJNA437328,SAMN08649994,116553664,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772918,GSM3033352,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033352,Monocyte-derived dendritic cells,SRP134127,infected,6h,G9
SRR6815955,RNA-Seq,150,237415650,PRJNA437328,SAMN08649993,95728288,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772919,GSM3033353,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033353,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,C11
SRR6815956,RNA-Seq,150,316981200,PRJNA437328,SAMN08649992,124243258,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772920,GSM3033354,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033354,Monocyte-derived dendritic cells,SRP134127,uninfected,6h,G12
SRR6815957,RNA-Seq,150,304522200,PRJNA437328,SAMN08649991,119425941,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772921,GSM3033355,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033355,Monocyte-derived dendritic cells,SRP134127,infected,2h,D2
SRR6815958,RNA-Seq,150,302042100,PRJNA437328,SAMN08649990,118725453,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772922,GSM3033356,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033356,Monocyte-derived dendritic cells,SRP134127,infected,2h,H3
SRR6815959,RNA-Seq,150,249709500,PRJNA437328,SAMN08649989,99703593,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772923,GSM3033357,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033357,Monocyte-derived dendritic cells,SRP134127,infected,4h,D5
SRR6815960,RNA-Seq,150,271764600,PRJNA437328,SAMN08649988,107848780,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772924,GSM3033358,D23580,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033358,Monocyte-derived dendritic cells,SRP134127,infected,4h,H6
SRR6815961,RNA-Seq,150,264617100,PRJNA437328,SAMN08649987,104975530,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772925,GSM3033359,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033359,Monocyte-derived dendritic cells,SRP134127,infected,6h,D8
SRR6815962,RNA-Seq,150,306549150,PRJNA437328,SAMN08649986,120010174,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772926,GSM3033360,LT2,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033360,Monocyte-derived dendritic cells,SRP134127,infected,6h,H9
SRR6815963,RNA-Seq,150,246892200,PRJNA437328,SAMN08649985,98851401,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3772927,GSM3033361,Mock,Illumina HiSeq 4000,305265,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,P4,ILLUMINA,2018-10-25T00:00:00Z,GSM3033361,Monocyte-derived dendritic cells,SRP134127,uninfected,4h,D11
