patient	sample	celltype	plate	well
MGH45	MGH45-P7-H03	Tumor	P7	H03
MGH45	MGH45-P7-H11	Tumor	P7	H11
MGH45	MGH45-P7-H12	Tumor	P7	H12
MGH45	MGH45-P8-A01	Tumor	P8	A01
MGH45	MGH45-P8-A03	Tumor	P8	A03
MGH45	MGH45-P8-A05	Tumor	P8	A05
MGH45	MGH45-P8-A06	Tumor	P8	A06
MGH45	MGH45-P8-A09	Tumor	P8	A09
MGH45	MGH45-P8-B01	Tumor	P8	B01
MGH45	MGH45-P8-B03	Tumor	P8	B03
MGH45	MGH45-P8-B12	Tumor	P8	B12
MGH45	MGH45-P8-C04	Tumor	P8	C04
MGH45	MGH45-P8-C07	Tumor	P8	C07
MGH45	MGH45-P8-D01	Tumor	P8	D01
MGH45	MGH45-P8-D02	Tumor	P8	D02
MGH45	MGH45-P8-D03	Tumor	P8	D03
MGH45	MGH45-P8-D05	Tumor	P8	D05
MGH45	MGH45-P8-D07	Tumor	P8	D07
MGH45	MGH45-P8-E01	Tumor	P8	E01
MGH45	MGH45-P8-E03	Tumor	P8	E03
MGH45	MGH45-P8-E06	Tumor	P8	E06
MGH45	MGH45-P8-E08	Tumor	P8	E08
MGH45	MGH45-P8-E10	Tumor	P8	E10
MGH45	MGH45-P8-E11	Tumor	P8	E11
MGH45	MGH45-P8-F01	Tumor	P8	F01
MGH45	MGH45-P8-F02	Tumor	P8	F02
MGH45	MGH45-P8-F04	Tumor	P8	F04
MGH45	MGH45-P8-F05	Tumor	P8	F05
MGH45	MGH45-P8-F07	Tumor	P8	F07
MGH45	MGH45-P8-F08	Tumor	P8	F08
MGH45	MGH45-P8-F09	Tumor	P8	F09
MGH45	MGH45-P8-F11	Tumor	P8	F11
MGH45	MGH45-P8-G01	Tumor	P8	G01
MGH45	MGH45-P8-G02	Tumor	P8	G02
MGH45	MGH45-P8-G06	Tumor	P8	G06
MGH45	MGH45-P8-G10	Tumor	P8	G10
MGH45	MGH45-P8-H01	Tumor	P8	H01
MGH45	MGH45-P8-H03	Tumor	P8	H03
MGH45	MGH45-P8-H04	Tumor	P8	H04
MGH45	MGH45-P8-H05	Tumor	P8	H05
MGH45	MGH45-P8-H09	Tumor	P8	H09
MGH45	MGH45-P8-H10	Tumor	P8	H10
MGH45	MGH45-P8-H11	Tumor	P8	H11
MGH45	MGH45-P6-A03	Tumor	P6	A03
MGH45	MGH45-P6-A04	Tumor	P6	A04
MGH45	MGH45-P6-A08	Tumor	P6	A08
MGH45	MGH45-P6-A11	Tumor	P6	A11
MGH45	MGH45-P6-B04	Tumor	P6	B04
MGH45	MGH45-P6-B05	Tumor	P6	B05
MGH45	MGH45-P6-B06	Tumor	P6	B06
MGH45	MGH45-P6-B07	Tumor	P6	B07
MGH45	MGH45-P6-B08	Tumor	P6	B08
MGH45	MGH45-P6-B09	Tumor	P6	B09
MGH45	MGH45-P6-B11	Tumor	P6	B11
MGH45	MGH45-P6-C02	Tumor	P6	C02
MGH45	MGH45-P6-C10	Tumor	P6	C10
MGH45	MGH45-P6-C11	Tumor	P6	C11
MGH45	MGH45-P6-C12	Tumor	P6	C12
MGH45	MGH45-P6-D02	Tumor	P6	D02
MGH45	MGH45-P6-D05	Tumor	P6	D05
MGH45	MGH45-P6-D06	Tumor	P6	D06
MGH45	MGH45-P6-D07	Tumor	P6	D07
MGH45	MGH45-P6-D08	Tumor	P6	D08
MGH45	MGH45-P6-D09	Tumor	P6	D09
MGH45	MGH45-P6-D11	Tumor	P6	D11
MGH45	MGH45-P6-E01	Tumor	P6	E01
MGH45	MGH45-P6-E02	Tumor	P6	E02
MGH45	MGH45-P6-E05	Tumor	P6	E05
MGH45	MGH45-P6-E06	Tumor	P6	E06
MGH45	MGH45-P6-E09	Tumor	P6	E09
MGH45	MGH45-P6-E10	Tumor	P6	E10
MGH45	MGH45-P6-F06	Tumor	P6	F06
MGH45	MGH45-P6-F10	Tumor	P6	F10
MGH45	MGH45-P6-F11	Tumor	P6	F11
MGH45	MGH45-P6-F12	Tumor	P6	F12
MGH45	MGH45-P6-G01	Tumor	P6	G01
MGH45	MGH45-P6-G02	Tumor	P6	G02
MGH45	MGH45-P6-G04	Tumor	P6	G04
MGH45	MGH45-P6-G08	Tumor	P6	G08
MGH45	MGH45-P6-G10	Tumor	P6	G10
MGH45	MGH45-P6-G12	Tumor	P6	G12
MGH45	MGH45-P6-H01	Tumor	P6	H01
MGH45	MGH45-P6-H03	Tumor	P6	H03
MGH45	MGH45-P6-H07	Tumor	P6	H07
MGH45	MGH45-P6-H08	Tumor	P6	H08
MGH45	MGH45-P6-H09	Tumor	P6	H09
MGH45	MGH45-P6-H11	Tumor	P6	H11
MGH45	MGH45-P1-A01	Tumor	P1	A01
MGH45	MGH45-P1-A04	Tumor	P1	A04
MGH45	MGH45-P1-A09	Tumor	P1	A09
MGH45	MGH45-P1-A10	Tumor	P1	A10
MGH45	MGH45-P1-B01	Tumor	P1	B01
MGH45	MGH45-P1-B04	Tumor	P1	B04
MGH45	MGH45-P1-B12	Tumor	P1	B12
MGH45	MGH45-P1-C02	Tumor	P1	C02
MGH45	MGH45-P1-C04	Tumor	P1	C04
MGH45	MGH45-P1-C08	Tumor	P1	C08
MGH45	MGH45-P1-C09	Tumor	P1	C09
MGH45	MGH45-P1-C10	Tumor	P1	C10
MGH45	MGH45-P1-C11	Tumor	P1	C11
MGH45	MGH45-P1-D05	Tumor	P1	D05
MGH45	MGH45-P1-D06	Tumor	P1	D06
MGH45	MGH45-P1-D07	Tumor	P1	D07
MGH45	MGH45-P1-D08	Tumor	P1	D08
MGH45	MGH45-P1-D10	Tumor	P1	D10
MGH45	MGH45-P1-D12	Tumor	P1	D12
MGH45	MGH45-P1-E02	Tumor	P1	E02
MGH45	MGH45-P1-E04	Tumor	P1	E04
MGH45	MGH45-P1-E07	Tumor	P1	E07
MGH45	MGH45-P1-E08	Tumor	P1	E08
MGH45	MGH45-P1-E11	Tumor	P1	E11
MGH45	MGH45-P1-E12	Tumor	P1	E12
MGH45	MGH45-P1-F01	Tumor	P1	F01
MGH45	MGH45-P1-F02	Tumor	P1	F02
MGH45	MGH45-P1-F03	Tumor	P1	F03
MGH45	MGH45-P1-F05	Tumor	P1	F05
MGH45	MGH45-P1-F06	Tumor	P1	F06
MGH45	MGH45-P1-F09	Tumor	P1	F09
MGH45	MGH45-P1-F10	Tumor	P1	F10
MGH45	MGH45-P1-F11	Tumor	P1	F11
MGH45	MGH45-P1-G01	Tumor	P1	G01
MGH45	MGH45-P1-G02	Tumor	P1	G02
MGH45	MGH45-P1-G05	Tumor	P1	G05
MGH45	MGH45-P1-G07	Tumor	P1	G07
MGH45	MGH45-P1-G09	Tumor	P1	G09
MGH45	MGH45-P1-G11	Tumor	P1	G11
MGH45	MGH45-P1-G12	Tumor	P1	G12
MGH45	MGH45-P1-H01	Tumor	P1	H01
MGH45	MGH45-P1-H03	Tumor	P1	H03
MGH45	MGH45-P1-H05	Tumor	P1	H05
MGH45	MGH45-P1-H07	Tumor	P1	H07
MGH45	MGH45-P1-H12	Tumor	P1	H12
MGH45	MGH45-P4-A03	nonTumor	P4	A03
MGH45	MGH45-P4-A04	nonTumor	P4	A04
MGH45	MGH45-P4-B04	nonTumor	P4	B04
MGH45	MGH45-P4-B10	nonTumor	P4	B10
MGH45	MGH45-P4-C01	nonTumor	P4	C01
MGH45	MGH45-P4-C05	nonTumor	P4	C05
MGH45	MGH45-P4-C11	nonTumor	P4	C11
MGH45	MGH45-P4-D03	nonTumor	P4	D03
MGH45	MGH45-P4-D06	nonTumor	P4	D06
MGH45	MGH45-P4-D11	nonTumor	P4	D11
MGH45	MGH45-P4-E02	nonTumor	P4	E02
MGH45	MGH45-P4-E06	nonTumor	P4	E06
MGH45	MGH45-P4-E07	nonTumor	P4	E07
MGH45	MGH45-P4-F01	nonTumor	P4	F01
MGH45	MGH45-P4-F02	nonTumor	P4	F02
MGH45	MGH45-P4-F03	nonTumor	P4	F03
MGH45	MGH45-P4-F05	nonTumor	P4	F05
MGH45	MGH45-P4-F10	nonTumor	P4	F10
MGH45	MGH45-P4-G01	nonTumor	P4	G01
MGH45	MGH45-P4-G02	nonTumor	P4	G02
MGH45	MGH45-P4-G06	nonTumor	P4	G06
MGH45	MGH45-P4-G07	nonTumor	P4	G07
MGH45	MGH45-P4-G09	nonTumor	P4	G09
MGH45	MGH45-P4-H04	nonTumor	P4	H04
MGH45	MGH45-P4-H09	nonTumor	P4	H09
MGH45	MGH45-P5-A01	nonTumor	P5	A01
MGH45	MGH45-P5-A02	nonTumor	P5	A02
MGH45	MGH45-P5-A04	nonTumor	P5	A04
MGH45	MGH45-P5-A06	nonTumor	P5	A06
MGH45	MGH45-P5-A07	nonTumor	P5	A07
MGH45	MGH45-P5-A09	nonTumor	P5	A09
MGH45	MGH45-P5-A10	nonTumor	P5	A10
MGH45	MGH45-P5-A12	nonTumor	P5	A12
MGH45	MGH45-P5-B02	nonTumor	P5	B02
MGH45	MGH45-P5-B03	nonTumor	P5	B03
MGH45	MGH45-P5-B04	nonTumor	P5	B04
MGH45	MGH45-P5-B06	nonTumor	P5	B06
MGH45	MGH45-P5-B08	nonTumor	P5	B08
MGH45	MGH45-P5-B09	nonTumor	P5	B09
MGH45	MGH45-P5-B10	nonTumor	P5	B10
MGH45	MGH45-P5-C01	nonTumor	P5	C01
MGH45	MGH45-P5-C03	nonTumor	P5	C03
MGH45	MGH45-P5-C04	nonTumor	P5	C04
MGH45	MGH45-P5-C05	nonTumor	P5	C05
MGH45	MGH45-P5-C06	nonTumor	P5	C06
MGH45	MGH45-P5-C08	nonTumor	P5	C08
MGH45	MGH45-P5-C10	nonTumor	P5	C10
MGH45	MGH45-P5-C11	nonTumor	P5	C11
MGH45	MGH45-P5-D01	nonTumor	P5	D01
MGH45	MGH45-P5-D02	nonTumor	P5	D02
MGH45	MGH45-P5-D03	nonTumor	P5	D03
MGH45	MGH45-P5-D04	nonTumor	P5	D04
MGH45	MGH45-P5-D05	nonTumor	P5	D05
MGH45	MGH45-P5-D07	nonTumor	P5	D07
MGH45	MGH45-P5-D09	nonTumor	P5	D09
MGH45	MGH45-P5-D10	nonTumor	P5	D10
MGH45	MGH45-P5-D11	nonTumor	P5	D11
MGH45	MGH45-P5-D12	nonTumor	P5	D12
MGH45	MGH45-P5-E01	nonTumor	P5	E01
MGH45	MGH45-P5-E02	nonTumor	P5	E02
MGH45	MGH45-P5-E03	nonTumor	P5	E03
MGH45	MGH45-P5-E04	nonTumor	P5	E04
MGH45	MGH45-P5-E07	nonTumor	P5	E07
MGH45	MGH45-P5-E08	nonTumor	P5	E08
MGH45	MGH45-P5-E10	nonTumor	P5	E10
MGH45	MGH45-P5-E11	nonTumor	P5	E11
MGH45	MGH45-P5-E12	nonTumor	P5	E12
MGH45	MGH45-P5-F01	nonTumor	P5	F01
MGH45	MGH45-P5-F05	nonTumor	P5	F05
MGH45	MGH45-P5-F06	nonTumor	P5	F06
MGH45	MGH45-P5-F07	nonTumor	P5	F07
MGH45	MGH45-P5-F10	nonTumor	P5	F10
MGH45	MGH45-P5-F11	nonTumor	P5	F11
MGH45	MGH45-P5-G02	nonTumor	P5	G02
MGH45	MGH45-P5-G03	nonTumor	P5	G03
MGH45	MGH45-P5-G07	nonTumor	P5	G07
MGH45	MGH45-P5-G08	nonTumor	P5	G08
MGH45	MGH45-P5-G09	nonTumor	P5	G09
MGH45	MGH45-P5-G11	nonTumor	P5	G11
MGH45	MGH45-P5-G12	nonTumor	P5	G12
MGH45	MGH45-P5-H01	nonTumor	P5	H01
MGH45	MGH45-P5-H03	nonTumor	P5	H03
MGH45	MGH45-P5-H04	nonTumor	P5	H04
MGH45	MGH45-P5-H05	nonTumor	P5	H05
MGH45	MGH45-P5-H08	nonTumor	P5	H08
MGH45	MGH45-P5-H10	nonTumor	P5	H10
MGH45	MGH45-P5-H11	nonTumor	P5	H11
MGH45	MGH45-P5-H12	nonTumor	P5	H12
MGH45	MGH45-P11-B10	nonTumor	P11	B10
MGH45	MGH45-P11-F05	nonTumor	P11	F05
MGH45	MGH45-P12-B03	nonTumor	P12	B03
MGH45	MGH45-P12-F06	nonTumor	P12	F06
MGH45	MGH45-P7-A03	nonTumor	P7	A03
MGH45	MGH45-P7-A06	nonTumor	P7	A06
MGH45	MGH45-P7-B04	nonTumor	P7	B04
MGH45	MGH45-P7-B09	nonTumor	P7	B09
MGH45	MGH45-P7-B11	nonTumor	P7	B11
MGH45	MGH45-P7-C09	nonTumor	P7	C09
MGH45	MGH45-P7-D06	nonTumor	P7	D06
MGH45	MGH45-P7-D08	nonTumor	P7	D08
MGH45	MGH45-P7-D09	nonTumor	P7	D09
MGH45	MGH45-P7-E03	nonTumor	P7	E03
MGH45	MGH45-P7-E04	nonTumor	P7	E04
MGH45	MGH45-P7-E08	nonTumor	P7	E08
MGH45	MGH45-P7-E11	nonTumor	P7	E11
MGH45	MGH45-P7-E12	nonTumor	P7	E12
MGH45	MGH45-P7-F05	nonTumor	P7	F05
MGH45	MGH45-P7-F10	nonTumor	P7	F10
MGH45	MGH45-P7-F12	nonTumor	P7	F12
MGH45	MGH45-P7-G03	nonTumor	P7	G03
MGH45	MGH45-P7-G05	nonTumor	P7	G05
MGH45	MGH45-P7-G10	nonTumor	P7	G10
MGH45	MGH45-P7-H01	nonTumor	P7	H01
MGH45	MGH45-P7-H04	nonTumor	P7	H04
MGH45	MGH45-P7-H07	nonTumor	P7	H07
MGH45	MGH45-P7-H09	nonTumor	P7	H09
MGH45	MGH45-P7-H10	nonTumor	P7	H10
MGH45	MGH45-P8-A07	nonTumor	P8	A07
MGH45	MGH45-P8-A08	nonTumor	P8	A08
MGH45	MGH45-P8-A10	nonTumor	P8	A10
MGH45	MGH45-P8-A12	nonTumor	P8	A12
MGH45	MGH45-P8-B02	nonTumor	P8	B02
MGH45	MGH45-P8-B08	nonTumor	P8	B08
MGH45	MGH45-P8-B10	nonTumor	P8	B10
MGH45	MGH45-P8-C01	nonTumor	P8	C01
MGH45	MGH45-P8-C03	nonTumor	P8	C03
MGH45	MGH45-P8-C06	nonTumor	P8	C06
MGH45	MGH45-P8-C09	nonTumor	P8	C09
MGH45	MGH45-P8-C10	nonTumor	P8	C10
MGH45	MGH45-P8-D04	nonTumor	P8	D04
MGH45	MGH45-P8-D06	nonTumor	P8	D06
MGH45	MGH45-P8-D08	nonTumor	P8	D08
MGH45	MGH45-P8-E02	nonTumor	P8	E02
MGH45	MGH45-P8-E04	nonTumor	P8	E04
MGH45	MGH45-P8-E09	nonTumor	P8	E09
MGH45	MGH45-P8-F03	nonTumor	P8	F03
MGH45	MGH45-P8-F12	nonTumor	P8	F12
MGH45	MGH45-P8-G03	nonTumor	P8	G03
MGH45	MGH45-P8-G04	nonTumor	P8	G04
MGH45	MGH45-P8-G11	nonTumor	P8	G11
MGH45	MGH45-P8-G12	nonTumor	P8	G12
MGH45	MGH45-P6-A07	nonTumor	P6	A07
MGH45	MGH45-P6-A10	nonTumor	P6	A10
MGH45	MGH45-P6-A12	nonTumor	P6	A12
MGH45	MGH45-P6-C03	nonTumor	P6	C03
MGH45	MGH45-P6-C04	nonTumor	P6	C04
MGH45	MGH45-P6-C06	nonTumor	P6	C06
MGH45	MGH45-P6-D03	nonTumor	P6	D03
MGH45	MGH45-P6-D12	nonTumor	P6	D12
MGH45	MGH45-P6-E04	nonTumor	P6	E04
MGH45	MGH45-P6-E12	nonTumor	P6	E12
MGH45	MGH45-P6-F03	nonTumor	P6	F03
MGH45	MGH45-P6-F08	nonTumor	P6	F08
MGH45	MGH45-P6-G05	nonTumor	P6	G05
MGH45	MGH45-P6-G06	nonTumor	P6	G06
MGH45	MGH45-P6-G07	nonTumor	P6	G07
MGH45	MGH45-P6-G09	nonTumor	P6	G09
MGH45	MGH45-P1-A02	nonTumor	P1	A02
MGH45	MGH45-P1-A07	nonTumor	P1	A07
MGH45	MGH45-P1-A12	nonTumor	P1	A12
MGH45	MGH45-P1-B03	nonTumor	P1	B03
MGH45	MGH45-P1-B06	nonTumor	P1	B06
MGH45	MGH45-P1-B07	nonTumor	P1	B07
MGH45	MGH45-P1-B08	nonTumor	P1	B08
MGH45	MGH45-P1-B09	nonTumor	P1	B09
MGH45	MGH45-P1-C03	nonTumor	P1	C03
MGH45	MGH45-P1-C05	nonTumor	P1	C05
MGH45	MGH45-P1-C06	nonTumor	P1	C06
MGH45	MGH45-P1-C12	nonTumor	P1	C12
MGH45	MGH45-P1-D01	nonTumor	P1	D01
MGH45	MGH45-P1-D04	nonTumor	P1	D04
MGH45	MGH45-P1-D11	nonTumor	P1	D11
MGH45	MGH45-P1-G03	nonTumor	P1	G03
MGH45	MGH45-P1-G10	nonTumor	P1	G10
MGH45	MGH45-P1-H02	nonTumor	P1	H02
MGH45	MGH45-P1-H06	nonTumor	P1	H06
MGH45	MGH45-P1-H10	nonTumor	P1	H10
MGH45	MGH45-P1-H11	nonTumor	P1	H11
MGH56	MGH56-P14-A01	Tumor	P14	A01
MGH56	MGH56-P14-A02	Tumor	P14	A02
MGH56	MGH56-P14-A03	Tumor	P14	A03
MGH56	MGH56-P14-A04	Tumor	P14	A04
MGH56	MGH56-P14-A05	Tumor	P14	A05
MGH56	MGH56-P14-A06	Tumor	P14	A06
MGH56	MGH56-P14-A07	Tumor	P14	A07
MGH56	MGH56-P14-A08	Tumor	P14	A08
MGH56	MGH56-P14-A09	Tumor	P14	A09
MGH56	MGH56-P14-A10	Tumor	P14	A10
MGH56	MGH56-P14-A11	Tumor	P14	A11
MGH56	MGH56-P14-A12	Tumor	P14	A12
MGH56	MGH56-P14-B01	Tumor	P14	B01
MGH56	MGH56-P14-B02	Tumor	P14	B02
MGH56	MGH56-P14-B03	Tumor	P14	B03
MGH56	MGH56-P14-B04	Tumor	P14	B04
MGH56	MGH56-P14-B05	Tumor	P14	B05
MGH56	MGH56-P14-B06	Tumor	P14	B06
MGH56	MGH56-P14-B07	Tumor	P14	B07
MGH56	MGH56-P14-B08	Tumor	P14	B08
MGH56	MGH56-P14-B09	Tumor	P14	B09
MGH56	MGH56-P14-B10	Tumor	P14	B10
MGH56	MGH56-P14-B11	Tumor	P14	B11
MGH56	MGH56-P14-B12	Tumor	P14	B12
MGH56	MGH56-P14-C01	Tumor	P14	C01
MGH56	MGH56-P14-C02	Tumor	P14	C02
MGH56	MGH56-P14-C03	Tumor	P14	C03
MGH56	MGH56-P14-C04	Tumor	P14	C04
MGH56	MGH56-P14-C05	Tumor	P14	C05
MGH56	MGH56-P14-C06	Tumor	P14	C06
MGH56	MGH56-P14-C07	Tumor	P14	C07
MGH56	MGH56-P14-C08	Tumor	P14	C08
MGH56	MGH56-P14-C09	Tumor	P14	C09
MGH56	MGH56-P14-C11	Tumor	P14	C11
MGH56	MGH56-P14-C12	Tumor	P14	C12
MGH56	MGH56-P14-D01	Tumor	P14	D01
MGH56	MGH56-P14-D02	Tumor	P14	D02
MGH56	MGH56-P14-D03	Tumor	P14	D03
MGH56	MGH56-P14-D04	Tumor	P14	D04
MGH56	MGH56-P14-D05	Tumor	P14	D05
MGH56	MGH56-P14-D06	Tumor	P14	D06
MGH56	MGH56-P14-D07	Tumor	P14	D07
MGH56	MGH56-P14-D08	Tumor	P14	D08
MGH56	MGH56-P14-D09	Tumor	P14	D09
MGH56	MGH56-P14-D10	Tumor	P14	D10
MGH56	MGH56-P14-D11	Tumor	P14	D11
MGH56	MGH56-P14-D12	Tumor	P14	D12
MGH56	MGH56-P14-E01	Tumor	P14	E01
MGH56	MGH56-P14-E02	Tumor	P14	E02
MGH56	MGH56-P14-E03	Tumor	P14	E03
MGH56	MGH56-P14-E04	Tumor	P14	E04
MGH56	MGH56-P14-E05	Tumor	P14	E05
MGH56	MGH56-P14-E06	Tumor	P14	E06
MGH56	MGH56-P14-E07	Tumor	P14	E07
MGH56	MGH56-P14-E08	Tumor	P14	E08
MGH56	MGH56-P14-E09	Tumor	P14	E09
MGH56	MGH56-P14-E10	Tumor	P14	E10
MGH56	MGH56-P14-E11	Tumor	P14	E11
MGH56	MGH56-P14-E12	Tumor	P14	E12
MGH56	MGH56-P14-F01	Tumor	P14	F01
MGH56	MGH56-P14-F02	Tumor	P14	F02
MGH56	MGH56-P14-F03	Tumor	P14	F03
MGH56	MGH56-P14-F04	Tumor	P14	F04
MGH56	MGH56-P14-F05	Tumor	P14	F05
MGH56	MGH56-P14-F06	Tumor	P14	F06
MGH56	MGH56-P14-F07	Tumor	P14	F07
MGH56	MGH56-P14-F08	Tumor	P14	F08
MGH56	MGH56-P14-F09	Tumor	P14	F09
MGH56	MGH56-P14-F10	Tumor	P14	F10
MGH56	MGH56-P14-F11	Tumor	P14	F11
MGH56	MGH56-P14-F12	Tumor	P14	F12
MGH56	MGH56-P14-G01	Tumor	P14	G01
MGH56	MGH56-P14-G02	Tumor	P14	G02
MGH56	MGH56-P14-G03	Tumor	P14	G03
MGH56	MGH56-P14-G04	Tumor	P14	G04
MGH56	MGH56-P14-G05	Tumor	P14	G05
MGH56	MGH56-P14-G06	Tumor	P14	G06
MGH56	MGH56-P14-G07	Tumor	P14	G07
MGH56	MGH56-P14-G08	Tumor	P14	G08
MGH56	MGH56-P14-G09	Tumor	P14	G09
MGH56	MGH56-P14-G10	Tumor	P14	G10
MGH56	MGH56-P14-G11	Tumor	P14	G11
MGH56	MGH56-P14-G12	Tumor	P14	G12
MGH56	MGH56-P14-H01	Tumor	P14	H01
MGH56	MGH56-P14-H02	Tumor	P14	H02
MGH56	MGH56-P14-H03	Tumor	P14	H03
MGH56	MGH56-P14-H04	Tumor	P14	H04
MGH56	MGH56-P14-H05	Tumor	P14	H05
MGH56	MGH56-P14-H06	Tumor	P14	H06
MGH56	MGH56-P14-H07	Tumor	P14	H07
MGH56	MGH56-P14-H08	Tumor	P14	H08
MGH56	MGH56-P14-H09	Tumor	P14	H09
MGH56	MGH56-P14-H10	Tumor	P14	H10
MGH56	MGH56-P14-H11	Tumor	P14	H11
MGH56	MGH56-P14-H12	Tumor	P14	H12
MGH56	MGH56-P15-A01	Tumor	P15	A01
MGH56	MGH56-P15-A02	Tumor	P15	A02
MGH56	MGH56-P15-A03	Tumor	P15	A03
MGH56	MGH56-P15-A04	Tumor	P15	A04
MGH56	MGH56-P15-A05	Tumor	P15	A05
MGH56	MGH56-P15-A06	Tumor	P15	A06
MGH56	MGH56-P15-A07	Tumor	P15	A07
MGH56	MGH56-P15-A08	Tumor	P15	A08
MGH56	MGH56-P15-A09	Tumor	P15	A09
MGH56	MGH56-P15-A10	Tumor	P15	A10
MGH56	MGH56-P15-A11	Tumor	P15	A11
MGH56	MGH56-P15-A12	Tumor	P15	A12
MGH56	MGH56-P15-B01	Tumor	P15	B01
MGH56	MGH56-P15-B02	Tumor	P15	B02
MGH56	MGH56-P15-B03	Tumor	P15	B03
MGH56	MGH56-P15-B04	Tumor	P15	B04
MGH56	MGH56-P15-B05	Tumor	P15	B05
MGH56	MGH56-P15-B06	Tumor	P15	B06
MGH56	MGH56-P15-B07	Tumor	P15	B07
MGH56	MGH56-P15-B08	Tumor	P15	B08
MGH56	MGH56-P15-B09	Tumor	P15	B09
MGH56	MGH56-P15-B10	Tumor	P15	B10
MGH56	MGH56-P15-B11	Tumor	P15	B11
MGH56	MGH56-P15-B12	Tumor	P15	B12
MGH56	MGH56-P15-C01	Tumor	P15	C01
MGH56	MGH56-P15-C02	Tumor	P15	C02
MGH56	MGH56-P15-C03	Tumor	P15	C03
MGH56	MGH56-P15-C04	Tumor	P15	C04
MGH56	MGH56-P15-C05	Tumor	P15	C05
MGH56	MGH56-P15-C06	Tumor	P15	C06
MGH56	MGH56-P15-C07	Tumor	P15	C07
MGH56	MGH56-P15-C08	Tumor	P15	C08
MGH56	MGH56-P15-C09	Tumor	P15	C09
MGH56	MGH56-P15-C10	Tumor	P15	C10
MGH56	MGH56-P15-C11	Tumor	P15	C11
MGH56	MGH56-P15-C12	Tumor	P15	C12
MGH56	MGH56-P15-D01	Tumor	P15	D01
MGH56	MGH56-P15-D02	Tumor	P15	D02
MGH56	MGH56-P15-D03	Tumor	P15	D03
MGH56	MGH56-P15-D04	Tumor	P15	D04
MGH56	MGH56-P15-D05	Tumor	P15	D05
MGH56	MGH56-P15-D06	Tumor	P15	D06
MGH56	MGH56-P15-D07	Tumor	P15	D07
MGH56	MGH56-P15-D08	Tumor	P15	D08
MGH56	MGH56-P15-D09	Tumor	P15	D09
MGH56	MGH56-P15-D10	Tumor	P15	D10
MGH56	MGH56-P15-D11	Tumor	P15	D11
MGH56	MGH56-P15-D12	Tumor	P15	D12
MGH56	MGH56-P15-E01	Tumor	P15	E01
MGH56	MGH56-P15-E02	Tumor	P15	E02
MGH56	MGH56-P15-E03	Tumor	P15	E03
MGH56	MGH56-P15-E04	Tumor	P15	E04
MGH56	MGH56-P15-E05	Tumor	P15	E05
MGH56	MGH56-P15-E06	Tumor	P15	E06
MGH56	MGH56-P15-E07	Tumor	P15	E07
MGH56	MGH56-P15-E08	Tumor	P15	E08
MGH56	MGH56-P15-E09	Tumor	P15	E09
MGH56	MGH56-P15-E10	Tumor	P15	E10
MGH56	MGH56-P15-E11	Tumor	P15	E11
MGH56	MGH56-P15-E12	Tumor	P15	E12
MGH56	MGH56-P15-F01	Tumor	P15	F01
MGH56	MGH56-P15-F02	Tumor	P15	F02
MGH56	MGH56-P15-F03	Tumor	P15	F03
MGH56	MGH56-P15-F04	Tumor	P15	F04
MGH56	MGH56-P15-F05	Tumor	P15	F05
MGH56	MGH56-P15-F06	Tumor	P15	F06
MGH56	MGH56-P15-F07	Tumor	P15	F07
MGH56	MGH56-P15-F08	Tumor	P15	F08
MGH56	MGH56-P15-F09	Tumor	P15	F09
MGH56	MGH56-P15-F10	Tumor	P15	F10
MGH56	MGH56-P15-F11	Tumor	P15	F11
MGH56	MGH56-P15-F12	Tumor	P15	F12
MGH56	MGH56-P15-G01	Tumor	P15	G01
MGH56	MGH56-P15-G02	Tumor	P15	G02
MGH56	MGH56-P15-G03	Tumor	P15	G03
MGH56	MGH56-P15-G04	Tumor	P15	G04
MGH56	MGH56-P15-G05	Tumor	P15	G05
MGH56	MGH56-P15-G06	Tumor	P15	G06
MGH56	MGH56-P15-G07	Tumor	P15	G07
MGH56	MGH56-P15-G08	Tumor	P15	G08
MGH56	MGH56-P15-G09	Tumor	P15	G09
MGH56	MGH56-P15-G10	Tumor	P15	G10
MGH56	MGH56-P15-G11	Tumor	P15	G11
MGH56	MGH56-P15-G12	Tumor	P15	G12
MGH56	MGH56-P15-H01	Tumor	P15	H01
MGH56	MGH56-P15-H02	Tumor	P15	H02
MGH56	MGH56-P15-H03	Tumor	P15	H03
MGH56	MGH56-P15-H04	Tumor	P15	H04
MGH56	MGH56-P15-H05	Tumor	P15	H05
MGH56	MGH56-P15-H06	Tumor	P15	H06
MGH56	MGH56-P15-H08	Tumor	P15	H08
MGH56	MGH56-P15-H09	Tumor	P15	H09
MGH56	MGH56-P15-H10	Tumor	P15	H10
MGH56	MGH56-P15-H11	Tumor	P15	H11
MGH56	MGH56-P15-H12	Tumor	P15	H12
MGH56	MGH56-P16-A01	Tumor	P16	A01
MGH56	MGH56-P16-A02	Tumor	P16	A02
MGH56	MGH56-P16-A03	Tumor	P16	A03
MGH56	MGH56-P16-A04	Tumor	P16	A04
MGH56	MGH56-P16-A05	Tumor	P16	A05
MGH56	MGH56-P16-A06	Tumor	P16	A06
MGH56	MGH56-P16-A07	Tumor	P16	A07
MGH56	MGH56-P16-A08	Tumor	P16	A08
MGH56	MGH56-P16-A10	Tumor	P16	A10
MGH56	MGH56-P16-A11	Tumor	P16	A11
MGH56	MGH56-P16-A12	Tumor	P16	A12
