patient	plate	sample	Tumor	celltype1	fq1_url	fq2_url
Melanoma_81	cy81_FNA_CD45_neg	cy81_FNA_CD45_neg_D12_S1008_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-D12_S1008_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-D12_S1008_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_neg	cy79_p5_CD45_neg_PDL1_neg_A08_S776_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-neg-A08_S776_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-neg-A08_S776_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_pos_PD1_pos	cy79_p5_CD45_pos_PD1_pos_H01_S661_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-H01_S661_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-H01_S661_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_neg	cy79_p4_CD45_neg_PDL1_neg_B12_S1080_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-B12_S1080_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-B12_S1080_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_D09_S333_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-D09_S333_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-D09_S333_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_neg	cy79_p4_CD45_neg_PDL1_neg_G02_S1130_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-G02_S1130_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-G02_S1130_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_pos_PD1_pos	cy79_p5_CD45_pos_PD1_pos_H04_S664_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-H04_S664_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-H04_S664_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_C05_S701_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-C05_S701_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-C05_S701_comb_R2_001.fastq.gz
Melanoma_82	cy82_CD45_pos_3	cy82_CD45_pos_3_A08_S8_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy82-CD45-pos-3-A08_S8_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy82-CD45-pos-3-A08_S8_comb_R2_001.fastq.gz
Melanoma_81	cy81_FNA_CD45_neg	cy81_FNA_CD45_neg_E08_S1016_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E08_S1016_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E08_S1016_comb_R2_001.fastq.gz
Melanoma_81	cy81_Bulk_CD45_neg	cy81_Bulk_CD45_neg_A07_S103_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-Bulk-CD45-neg-A07_S103_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-Bulk-CD45-neg-A07_S103_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_E01_S721_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-E01_S721_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-E01_S721_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_A07_S295_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-A07_S295_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-A07_S295_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_H12_S384_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-H12_S384_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-H12_S384_comb_R2_001.fastq.gz
Melanoma_81	cy81_Bulk_CD45_neg	cy81_Bulk_CD45_neg_H07_S187_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-Bulk-CD45-neg-H07_S187_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-Bulk-CD45-neg-H07_S187_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_H08_S380_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-H08_S380_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-H08_S380_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_neg	cy79_p4_CD45_neg_PDL1_neg_A10_S1066_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-A10_S1066_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-A10_S1066_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_pos	cy79_p4_CD45_neg_PDL1_pos_G10_S466_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-pos-G10_S466_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-pos-G10_S466_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_E03_S339_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-E03_S339_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-E03_S339_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_pos_PD1_pos	cy79_p5_CD45_pos_PD1_pos_A11_S587_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-A11_S587_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-A11_S587_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_pos_PD1_pos	cy79_p5_CD45_pos_PD1_pos_A02_S578_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-A02_S578_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-A02_S578_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_pos	cy79_p4_CD45_neg_PDL1_pos_F10_S454_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-pos-F10_S454_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-pos-F10_S454_comb_R2_001.fastq.gz
Melanoma_81	cy81_FNA_CD45_neg	cy81_FNA_CD45_neg_E01_S1009_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E01_S1009_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E01_S1009_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_G06_S750_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-G06_S750_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-G06_S750_comb_R2_001.fastq.gz
Melanoma_81	cy81_FNA_CD45_neg	cy81_FNA_CD45_neg_F01_S1021_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F01_S1021_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-F01_S1021_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_C02_S698_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-C02_S698_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-C02_S698_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_H02_S374_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-H02_S374_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-H02_S374_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_neg	cy79_p4_CD45_neg_PDL1_neg_A02_S1058_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-A02_S1058_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-A02_S1058_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_D07_S715_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-D07_S715_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-D07_S715_comb_R2_001.fastq.gz
Melanoma_81	cy81_FNA_CD45_neg	cy81_FNA_CD45_neg_H02_S1046_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H02_S1046_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H02_S1046_comb_R2_001.fastq.gz
Melanoma_82	cy82_CD45_pos_1	cy82_CD45_pos_1_C04_S508_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy82-CD45-pos-1-C04_S508_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy82-CD45-pos-1-C04_S508_comb_R2_001.fastq.gz
Melanoma_81	cy81_FNA_CD45_neg	cy81_FNA_CD45_neg_B03_S975_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-B03_S975_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-B03_S975_comb_R2_001.fastq.gz
Melanoma_81	cy81_Bulk_CD45_neg	cy81_Bulk_CD45_neg_H02_S182_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-Bulk-CD45-neg-H02_S182_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-Bulk-CD45-neg-H02_S182_comb_R2_001.fastq.gz
Melanoma_80	cy80_CD45_neg	cy80_CD45_neg_A10_S874_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-A10_S874_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy80-CD45-neg-A10_S874_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_neg	cy79_p5_CD45_neg_PDL1_neg_E04_S820_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-neg-E04_S820_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-neg-E04_S820_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_pos_PD1_pos	cy79_p5_CD45_pos_PD1_pos_B02_S590_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-B02_S590_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-B02_S590_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_B06_S306_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-B06_S306_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-B06_S306_comb_R2_001.fastq.gz
Melanoma_81	cy81_FNA_CD45_neg	cy81_FNA_CD45_neg_E10_S1018_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E10_S1018_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-E10_S1018_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_pos	cy79_p4_CD45_neg_PDL1_pos_G02_S458_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-pos-G02_S458_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-pos-G02_S458_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_pos_PD1_pos	cy79_p5_CD45_pos_PD1_pos_D10_S622_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-D10_S622_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-D10_S622_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_pos_PD1_pos	cy79_p5_CD45_pos_PD1_pos_B05_S593_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-B05_S593_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-B05_S593_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_B08_S692_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-B08_S692_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-B08_S692_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_C02_S314_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-C02_S314_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-C02_S314_comb_R2_001.fastq.gz
Melanoma_81	cy81_FNA_CD45_neg	cy81_FNA_CD45_neg_H10_S1054_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H10_S1054_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H10_S1054_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_neg	cy79_p4_CD45_neg_PDL1_neg_H07_S1147_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-H07_S1147_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-H07_S1147_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_H01_S373_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-H01_S373_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-H01_S373_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_F03_S735_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-F03_S735_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-F03_S735_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_B12_S696_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-B12_S696_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-B12_S696_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_neg	cy79_p5_CD45_neg_PDL1_neg_D08_S812_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-neg-D08_S812_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-neg-D08_S812_comb_R2_001.fastq.gz
Melanoma_82	cy82_CD45_pos_3	cy82_CD45_pos_3_G11_S83_comb	nonTumor	Unknown	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy82-CD45-pos-3-G11_S83_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy82-CD45-pos-3-G11_S83_comb_R2_001.fastq.gz
Melanoma_81	cy81_FNA_CD45_neg	cy81_FNA_CD45_neg_H11_S1055_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H11_S1055_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy81-FNA-CD45-neg-H11_S1055_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_neg	cy79_p4_CD45_neg_PDL1_neg_F04_S1120_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-F04_S1120_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-F04_S1120_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_D10_S718_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-D10_S718_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-D10_S718_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_neg	cy79_p4_CD45_neg_PDL1_neg_H02_S1142_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-H02_S1142_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-neg-H02_S1142_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_neg_PDL1_pos	cy79_p4_CD45_neg_PDL1_pos_B09_S405_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-pos-B09_S405_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-neg-PDL1-pos-B09_S405_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_B11_S695_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-B11_S695_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-B11_S695_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_pos	cy79_p5_CD45_neg_PDL1_pos_G08_S752_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-G08_S752_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-pos-G08_S752_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_pos_PD1_pos	cy79_p5_CD45_pos_PD1_pos_D08_S620_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-D08_S620_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-D08_S620_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_D07_S331_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-D07_S331_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-D07_S331_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_neg_PDL1_neg	cy79_p5_CD45_neg_PDL1_neg_H08_S860_comb	Tumor	Tumor	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-neg-H08_S860_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-neg-PDL1-neg-H08_S860_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_pos_PD1_pos	cy79_p5_CD45_pos_PD1_pos_E07_S631_comb	Unknown	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-E07_S631_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-E07_S631_comb_R2_001.fastq.gz
Melanoma_79	cy79_p4_CD45_pos_PD1_pos	cy79_p4_CD45_pos_PD1_pos_E02_S338_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-E02_S338_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p4-CD45-pos-PD1-pos-E02_S338_comb_R2_001.fastq.gz
Melanoma_79	cy79_p5_CD45_pos_PD1_pos	cy79_p5_CD45_pos_PD1_pos_D11_S623_comb	nonTumor	Tcell	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-D11_S623_comb_R1_001.fastq.gz	gs://fc-4d51a505-d5cb-46e6-b515-f79cb2cbb2b0/cy79-p5-CD45-pos-PD1-pos-D11_S623_comb_R2_001.fastq.gz
